2,0.06089069031376582547183838789870763198803586972148609702333483568243255633685462437487190261308851818
3,0.08513914957997382828692847931569947520343229834810885139745958043996298262688329908800245310999256658
4,0.10182327659915074586001983501553441913168787937527472299007094329494721539968467278643218906766096691
5,0.11472253170560740732605020580012917109959815652333142654021485455882482608890920294718294638059699905
6,0.12525535382819708988681067564416987278369383429056016348973256916450800927183470994651786021205597218
7,0.13415898938754015554820288465157306667517579663321361119511903136667725386026281115735230521605212221
8,0.14187092179740878123688278280481299451823129595806094295090518629505779527380854374856273856545858389
9,0.1486728377480169083527495530459335679558785107780818200326084506473507196320805116309837472541782993
10,0.1547569474645825935841061222094502279088997814884405791980976684497963147374525670313818994693222622
11,0.1602603100934536526303064341870344236944815918787976851702525018849938392788282770844701804968915324
12,0.1652841126002158714171978873405158329300727998198475465720991758490291274446882860571307648421028471
13,0.1699051927660675190413505506342456834904852591470231198506837373932208033249749539757583252192538766
14,0.1741832758592575335746637672391547161712245809854387977544431724373447402487362419127935013454513134
15,0.1781657072807617886686156096666930407387341506450679651487455606658896729434468909009692038602412322
16,0.181890654208225992641527943010277616741677782785233925967244729000027659366152157567012061312568115
17,0.1853893347162816190563674351482038251119064762408415818720112283212623671066333584562850354953020071
18,0.1886876086913536723267086268721231402848498502560480989055343820526513501235620230787339304079974072
19,0.1918071379960470903753898345494524577837552499816527417110280554052653195942731266183966524700826345
20,0.1947662486835800362807680039544250730413466012499782661688018818077108641159243798402535762753513457
21,0.1975805826191760906340025180980173897353751079722313129103536096313303540879679643886041319593849456
22,0.2002635973697266499321385714437205218234855931858931121245164437285640563565308587411491063737125652
23,0.2028269548798896748611103902406435367690537721546916740101530748700259822879452705311081058431783459
24,0.2052808273653672786644480647196693520236404627523037347373024345544255883579693407759019786014053969
25,0.2076341407199100378269210221197775679507794189439731343314325262300215539956478301675517884633638112
26,0.2098947701539688821270814002522239094918194588191514682146069012552075456213663422976967898465408491
27,0.2120696988910608319313060775046542986387868921347805273705523511321319327737058070431567458557063113
28,0.2141651479888681825886286923592229778625430705671349390787210401705945968866018704394896404261616357
29,0.2161866833692358424572701480051569471117971491050536518634803699061975560276504499658918466190215298
30,0.2181393046959050232628342772909938682827319194614655158463136546347643498291731410764620631032039605
31,0.2200275196736717841105647271527989519453035383626781869342800074160553701201617649039665081990631824
32,0.221855406547320861457086787075212697455099058056667492503089195166682278525634238996433019810598221
33,0.2236266669805332775335217237739242840285522831960043005349207592082152326897980782295641540979967446
34,0.2253446710384722755366066752885373151739395242920570605318367852228190882439637796457249388102806247
35,0.2270124956483469175311567916860231693653162378713121167175591197424787759962038782884404361402549653
36,0.2286329576404125778358950965895726253093549048453527102166237504556395087668687407138494562538384284
37,0.2302086422612461708901324364183268658196115795770609404326320716454005152731761026706541710968809386
